task_id,title,description,type,difficulty,estimated_time,category,skill_level,tags,steps,hints,video_url,web_url
mobile-development-02-01,Android Basics: Intro,"Practice Android Basics within Mobile Development: step 1 of 10, progressing from basics to advanced.",coding,Easy,15 minutes,Mobile Development,Beginner,"mobile-development,android,basics",Read a short overview of Android Basics in Mobile Development|Implement a minimal example for Android Basics (task 1)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Android Basics' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-02-02,Android Basics: Basics,"Practice Android Basics within Mobile Development: step 2 of 10, progressing from basics to advanced.",practice,Easy,15 minutes,Mobile Development,Beginner,"mobile-development,android,basics",Read a short overview of Android Basics in Mobile Development|Implement a minimal example for Android Basics (task 2)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Android Basics' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-02-03,Android Basics: Hands-on,"Practice Android Basics within Mobile Development: step 3 of 10, progressing from basics to advanced.",project,Easy,15 minutes,Mobile Development,Beginner,"mobile-development,android,basics",Read a short overview of Android Basics in Mobile Development|Implement a minimal example for Android Basics (task 3)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Android Basics' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-02-04,Android Basics: Apply,"Practice Android Basics within Mobile Development: step 4 of 10, progressing from basics to advanced.",quiz,Medium,25 minutes,Mobile Development,Intermediate,"mobile-development,android,basics",Read a short overview of Android Basics in Mobile Development|Implement a minimal example for Android Basics (task 4)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Android Basics' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-02-05,Android Basics: Deep Dive,"Practice Android Basics within Mobile Development: step 5 of 10, progressing from basics to advanced.",coding,Medium,25 minutes,Mobile Development,Intermediate,"mobile-development,android,basics",Read a short overview of Android Basics in Mobile Development|Implement a minimal example for Android Basics (task 5)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Android Basics' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-02-06,Android Basics: From Scratch,"Practice Android Basics within Mobile Development: step 6 of 10, progressing from basics to advanced.",practice,Medium,25 minutes,Mobile Development,Intermediate,"mobile-development,android,basics",Read a short overview of Android Basics in Mobile Development|Implement a minimal example for Android Basics (task 6)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Android Basics' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-02-07,Android Basics: Best Practices,"Practice Android Basics within Mobile Development: step 7 of 10, progressing from basics to advanced.",project,Medium,25 minutes,Mobile Development,Intermediate,"mobile-development,android,basics",Read a short overview of Android Basics in Mobile Development|Implement a minimal example for Android Basics (task 7)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Android Basics' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-02-08,Android Basics: Performance,"Practice Android Basics within Mobile Development: step 8 of 10, progressing from basics to advanced.",quiz,Hard,40 minutes,Mobile Development,Advanced,"mobile-development,android,basics",Read a short overview of Android Basics in Mobile Development|Implement a minimal example for Android Basics (task 8)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Android Basics' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-02-09,Android Basics: Real-World,"Practice Android Basics within Mobile Development: step 9 of 10, progressing from basics to advanced.",coding,Hard,40 minutes,Mobile Development,Advanced,"mobile-development,android,basics",Read a short overview of Android Basics in Mobile Development|Implement a minimal example for Android Basics (task 9)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Android Basics' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-02-10,Android Basics: Capstone,"Practice Android Basics within Mobile Development: step 10 of 10, progressing from basics to advanced.",practice,Expert,60 minutes,Mobile Development,Advanced,"mobile-development,android,basics",Read a short overview of Android Basics in Mobile Development|Implement a minimal example for Android Basics (task 10)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Android Basics' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-03-01,iOS Basics: Intro,"Practice iOS Basics within Mobile Development: step 1 of 10, progressing from basics to advanced.",coding,Easy,15 minutes,Mobile Development,Beginner,"mobile-development,ios,basics",Read a short overview of iOS Basics in Mobile Development|Implement a minimal example for iOS Basics (task 1)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'iOS Basics' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-03-02,iOS Basics: Basics,"Practice iOS Basics within Mobile Development: step 2 of 10, progressing from basics to advanced.",practice,Easy,15 minutes,Mobile Development,Beginner,"mobile-development,ios,basics",Read a short overview of iOS Basics in Mobile Development|Implement a minimal example for iOS Basics (task 2)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'iOS Basics' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-03-03,iOS Basics: Hands-on,"Practice iOS Basics within Mobile Development: step 3 of 10, progressing from basics to advanced.",project,Easy,15 minutes,Mobile Development,Beginner,"mobile-development,ios,basics",Read a short overview of iOS Basics in Mobile Development|Implement a minimal example for iOS Basics (task 3)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'iOS Basics' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-03-04,iOS Basics: Apply,"Practice iOS Basics within Mobile Development: step 4 of 10, progressing from basics to advanced.",quiz,Medium,25 minutes,Mobile Development,Intermediate,"mobile-development,ios,basics",Read a short overview of iOS Basics in Mobile Development|Implement a minimal example for iOS Basics (task 4)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'iOS Basics' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-03-05,iOS Basics: Deep Dive,"Practice iOS Basics within Mobile Development: step 5 of 10, progressing from basics to advanced.",coding,Medium,25 minutes,Mobile Development,Intermediate,"mobile-development,ios,basics",Read a short overview of iOS Basics in Mobile Development|Implement a minimal example for iOS Basics (task 5)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'iOS Basics' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
