task_id,title,description,type,difficulty,estimated_time,category,skill_level,tags,steps,hints,video_url,web_url
machine-learning-linear-regression,Linear Regression: Easy Practical Task 1,"A easy-level, course-ready exercise focused on Linear Regression in Machine Learning. Learners will implement, validate, and summarize results concisely.",coding,Easy,15 minutes,Machine Learning,Beginner,"machine-learning,linear,easy","{"step_1": "Review the theoretical foundations of Linear Regression within Machine Learning.", "step_2": "Implement a concise example demonstrating Linear Regression.", "step_3": "Run targeted experiments to validate behavior and edge cases.", "step_4": "Document findings with metrics, code snippets, and key takeaways."}","{"hint_1": "Consult primary documentation for Linear Regression in Machine Learning.", "hint_2": "Start with a minimal, verifiable example before generalizing.", "hint_3": "Use version control to track incremental improvements."}",https://www.youtube.com/watch?v=6ffa3a671f6,https://scikit-learn.org/stable/#4ea7b52c
ui/ux-design-user-flows,User Flows: Easy Practical Task 4,"A easy-level, course-ready exercise focused on User Flows in UI/UX Design. Learners will implement, validate, and summarize results concisely.",coding,Easy,15 minutes,UI/UX Design,Beginner,"ui/ux-design,user,easy","{""step_1"": ""Review the theoretical foundations of User Flows within UI/UX Design."", ""step_2"": ""Implement a concise example demonstrating User Flows."", ""step_3"": ""Run targeted experiments to validate behavior and edge cases."", ""step_4"": ""Document findings with metrics, code snippets, and key takeaways.""}","{""hint_1"": ""Consult primary documentation for User Flows in UI/UX Design."", ""hint_2"": ""Start with a minimal, verifiable example before generalizing."", ""hint_3"": ""Use version control to track incremental improvements.""}",https://www.youtube.com/watch?v=e59c51a58d4,https://www.w3.org/WAI/#c381c7b1
ui/ux-design-wireframing-easy,Wireframing: Easy Practical Task 5,"A easy-level, course-ready exercise focused on Wireframing in UI/UX Design. Learners will implement, validate, and summarize results concisely.",practice,Easy,15 minutes,UI/UX Design,Beginner,"ui/ux-design,wireframing,easy","{""step_1"": ""Review the theoretical foundations of Wireframing within UI/UX Design."", ""step_2"": ""Implement a concise example demonstrating Wireframing."", ""step_3"": ""Run targeted experiments to validate behavior and edge cases."", ""step_4"": ""Document findings with metrics, code snippets, and key takeaways.""}","{""hint_1"": ""Consult primary documentation for Wireframing in UI/UX Design."", ""hint_2"": ""Start with a minimal, verifiable example before generalizing."", ""hint_3"": ""Use version control to track incremental improvements.""}",https://www.youtube.com/watch?v=575cc76eecc,https://www.w3.org/WAI/#cdbc4519
ui/ux-design-prototyping-easy,Prototyping: Easy Practical Task 6,"A easy-level, course-ready exercise focused on Prototyping in UI/UX Design. Learners will implement, validate, and summarize results concisely.",project,Easy,15 minutes,UI/UX Design,Beginner,"ui/ux-design,prototyping,easy","{""step_1"": ""Review the theoretical foundations of Prototyping within UI/UX Design."", ""step_2"": ""Implement a concise example demonstrating Prototyping."", ""step_3"": ""Run targeted experiments to validate behavior and edge cases."", ""step_4"": ""Document findings with metrics, code snippets, and key takeaways.""}","{""hint_1"": ""Consult primary documentation for Prototyping in UI/UX Design."", ""hint_2"": ""Start with a minimal, verifiable example before generalizing."", ""hint_3"": ""Use version control to track incremental improvements.""}",https://www.youtube.com/watch?v=50c83bca8a9,https://www.w3.org/WAI/#7d422b64
ui/ux-design-visual-hierarchy,Visual Hierarchy: Easy Practical Task 7,"A easy-level, course-ready exercise focused on Visual Hierarchy in UI/UX Design. Learners will implement, validate, and summarize results concisely.",coding,Easy,15 minutes,UI/UX Design,Beginner,"ui/ux-design,visual,easy","{""step_1"": ""Review the theoretical foundations of Visual Hierarchy within UI/UX Design."", ""step_2"": ""Implement a concise example demonstrating Visual Hierarchy."", ""step_3"": ""Run targeted experiments to validate behavior and edge cases."", ""step_4"": ""Document findings with metrics, code snippets, and key takeaways.""}","{""hint_1"": ""Consult primary documentation for Visual Hierarchy in UI/UX Design."", ""hint_2"": ""Start with a minimal, verifiable example before generalizing."", ""hint_3"": ""Use version control to track incremental improvements.""}",https://www.youtube.com/watch?v=d6b82702578,https://www.w3.org/WAI/#cb852614
ui/ux-design-typography-easy,Typography: Easy Practical Task 8,"A easy-level, course-ready exercise focused on Typography in UI/UX Design. Learners will implement, validate, and summarize results concisely.",practice,Easy,15 minutes,UI/UX Design,Beginner,"ui/ux-design,typography,easy","{""step_1"": ""Review the theoretical foundations of Typography within UI/UX Design."", ""step_2"": ""Implement a concise example demonstrating Typography."", ""step_3"": ""Run targeted experiments to validate behavior and edge cases."", ""step_4"": ""Document findings with metrics, code snippets, and key takeaways.""}","{""hint_1"": ""Consult primary documentation for Typography in UI/UX Design."", ""hint_2"": ""Start with a minimal, verifiable example before generalizing."", ""hint_3"": ""Use version control to track incremental improvements.""}",https://www.youtube.com/watch?v=e3d385513bb,https://www.w3.org/WAI/#f075558d
ui/ux-design-color-theory,Color Theory: Easy Practical Task 9,"A easy-level, course-ready exercise focused on Color Theory in UI/UX Design. Learners will implement, validate, and summarize results concisely.",project,Easy,15 minutes,UI/UX Design,Beginner,"ui/ux-design,color,easy","{""step_1"": ""Review the theoretical foundations of Color Theory within UI/UX Design."", ""step_2"": ""Implement a concise example demonstrating Color Theory."", ""step_3"": ""Run targeted experiments to validate behavior and edge cases."", ""step_4"": ""Document findings with metrics, code snippets, and key takeaways.""}","{""hint_1"": ""Consult primary documentation for Color Theory in UI/UX Design."", ""hint_2"": ""Start with a minimal, verifiable example before generalizing."", ""hint_3"": ""Use version control to track incremental improvements.""}",https://www.youtube.com/watch?v=0d46a9a5f1c,https://www.w3.org/WAI/#070a7110
ui/ux-design-design-systems,Design Systems: Easy Practical Task 10,"A easy-level, course-ready exercise focused on Design Systems in UI/UX Design. Learners will implement, validate, and summarize results concisely.",coding,Easy,15 minutes,UI/UX Design,Beginner,"ui/ux-design,design,easy","{""step_1"": ""Review the theoretical foundations of Design Systems within UI/UX Design."", ""step_2"": ""Implement a concise example demonstrating Design Systems."", ""step_3"": ""Run targeted experiments to validate behavior and edge cases."", ""step_4"": ""Document findings with metrics, code snippets, and key takeaways.""}","{""hint_1"": ""Consult primary documentation for Design Systems in UI/UX Design."", ""hint_2"": ""Start with a minimal, verifiable example before generalizing."", ""hint_3"": ""Use version control to track incremental improvements.""}",https://www.youtube.com/watch?v=afd00590f82,https://www.w3.org/WAI/#6ff19dda
ui/ux-design-personas-medium,Personas: Medium Practical Task 3,"A medium-level, course-ready exercise focused on Personas in UI/UX Design. Learners will implement, validate, and summarize results concisely.",coding,Medium,25 minutes,UI/UX Design,Intermediate,"ui/ux-design,personas,medium","{""step_1"": ""Review the theoretical foundations of Personas within UI/UX Design."", ""step_2"": ""Implement a concise example demonstrating Personas."", ""step_3"": ""Run targeted experiments to validate behavior and edge cases."", ""step_4"": ""Document findings with metrics, code snippets, and key takeaways.""}","{""hint_1"": ""Consult primary documentation for Personas in UI/UX Design."", ""hint_2"": ""Start with a minimal, verifiable example before generalizing."", ""hint_3"": ""Use version control to track incremental improvements.""}",https://www.youtube.com/watch?v=1f8efb1a72b,https://www.w3.org/WAI/#befd0a1a
ui/ux-design-wireframing-medium,Wireframing: Medium Practical Task 5,"A medium-level, course-ready exercise focused on Wireframing in UI/UX Design. Learners will implement, validate, and summarize results concisely.",project,Medium,25 minutes,UI/UX Design,Intermediate,"ui/ux-design,wireframing,medium","{""step_1"": ""Review the theoretical foundations of Wireframing within UI/UX Design."", ""step_2"": ""Implement a concise example demonstrating Wireframing."", ""step_3"": ""Run targeted experiments to validate behavior and edge cases."", ""step_4"": ""Document findings with metrics, code snippets, and key takeaways.""}","{""hint_1"": ""Consult primary documentation for Wireframing in UI/UX Design."", ""hint_2"": ""Start with a minimal, verifiable example before generalizing."", ""hint_3"": ""Use version control to track incremental improvements.""}",https://www.youtube.com/watch?v=cedebc57fc1,https://www.w3.org/WAI/#4233c5cb
ui/ux-design-prototyping-medium,Prototyping: Medium Practical Task 6,"A medium-level, course-ready exercise focused on Prototyping in UI/UX Design. Learners will implement, validate, and summarize results concisely.",coding,Medium,25 minutes,UI/UX Design,Intermediate,"ui/ux-design,prototyping,medium","{""step_1"": ""Review the theoretical foundations of Prototyping within UI/UX Design."", ""step_2"": ""Implement a concise example demonstrating Prototyping."", ""step_3"": ""Run targeted experiments to validate behavior and edge cases."", ""step_4"": ""Document findings with metrics, code snippets, and key takeaways.""}","{""hint_1"": ""Consult primary documentation for Prototyping in UI/UX Design."", ""hint_2"": ""Start with a minimal, verifiable example before generalizing."", ""hint_3"": ""Use version control to track incremental improvements.""}",https://www.youtube.com/watch?v=93e6d0da7c2,https://www.w3.org/WAI/#944abaa3
ui/ux-design-typography-medium,Typography: Medium Practical Task 8,"A medium-level, course-ready exercise focused on Typography in UI/UX Design. Learners will implement, validate, and summarize results concisely.",project,Medium,25 minutes,UI/UX Design,Intermediate,"ui/ux-design,typography,medium","{""step_1"": ""Review the theoretical foundations of Typography within UI/UX Design."", ""step_2"": ""Implement a concise example demonstrating Typography."", ""step_3"": ""Run targeted experiments to validate behavior and edge cases."", ""step_4"": ""Document findings with metrics, code snippets, and key takeaways.""}","{""hint_1"": ""Consult primary documentation for Typography in UI/UX Design."", ""hint_2"": ""Start with a minimal, verifiable example before generalizing."", ""hint_3"": ""Use version control to track incremental improvements.""}",https://www.youtube.com/watch?v=d4b434a052d,https://www.w3.org/WAI/#09bf3a4a
ui/ux-design-personas-hard,Personas: Hard Practical Task 3,"A hard-level, course-ready exercise focused on Personas in UI/UX Design. Learners will implement, validate, and summarize results concisely.",practice,Hard,40 minutes,UI/UX Design,Advanced,"ui/ux-design,personas,hard","{""step_1"": ""Review the theoretical foundations of Personas within UI/UX Design."", ""step_2"": ""Implement a concise example demonstrating Personas."", ""step_3"": ""Run targeted experiments to validate behavior and edge cases."", ""step_4"": ""Document findings with metrics, code snippets, and key takeaways.""}","{""hint_1"": ""Consult primary documentation for Personas in UI/UX Design."", ""hint_2"": ""Start with a minimal, verifiable example before generalizing."", ""hint_3"": ""Use version control to track incremental improvements.""}",https://www.youtube.com/watch?v=28ee02a47e2,https://www.w3.org/WAI/#af4a798c
ui/ux-design-wireframing-hard,Wireframing: Hard Practical Task 5,"A hard-level, course-ready exercise focused on Wireframing in UI/UX Design. Learners will implement, validate, and summarize results concisely.",coding,Hard,40 minutes,UI/UX Design,Advanced,"ui/ux-design,wireframing,hard","{""step_1"": ""Review the theoretical foundations of Wireframing within UI/UX Design."", ""step_2"": ""Implement a concise example demonstrating Wireframing."", ""step_3"": ""Run targeted experiments to validate behavior and edge cases."", ""step_4"": ""Document findings with metrics, code snippets, and key takeaways.""}","{""hint_1"": ""Consult primary documentation for Wireframing in UI/UX Design."", ""hint_2"": ""Start with a minimal, verifiable example before generalizing."", ""hint_3"": ""Use version control to track incremental improvements.""}",https://www.youtube.com/watch?v=af833017324,https://www.w3.org/WAI/#1f772e70
